3873.33,4102.05,4222.56,4423.08,4591.28,4680,4478.97,4440,4168.72,4513.33,4895.9,4493.85,4405.64,4621.03
3862.05,4087.18,4208.72,4421.03,4574.36,4677.95,4476.41,4428.72,4168.72,4505.64,4872.82,4477.95,4394.87,4611.79
3863.08,4091.79,4208.21,4420,4584.62,4669.23,4477.95,4428.72,4165.64,4491.79,4857.44,4471.79,4390.77,4613.33
3866.67,4094.36,4214.87,4418.46,4566.67,4671.79,4478.97,4427.69,4152.82,4493.33,4876.92,4480,4401.03,4618.97
3858.46,4080,4205.13,4414.36,4533.33,4682.56,4474.36,4411.28,4133.33,4489.74,4873.33,4474.87,4391.28,4608.21
3857.44,4081.54,4199.49,4419.49,4554.87,4674.87,4471.28,4410.77,4136.41,4487.69,4857.44,4470.77,4380.51,4601.54
3869.74,4098.97,4213.33,4426.15,4570.77,4659.49,4474.87,4429.74,4154.87,4502.56,4874.36,4484.62,4396.41,4614.36
3873.33,4101.54,4217.44,4422.56,4529.74,4660.51,4478.97,4434.87,4162.05,4510.26,4888.72,4492.31,4407.18,4625.13
3866.15,4093.85,4212.31,4417.44,4512.31,4669.74,4478.97,4430.26,4158.97,4506.15,4876.92,4487.18,4397.95,4620.51
3866.67,4092.31,4217.44,4418.97,4527.69,4674.36,4479.49,4431.79,4154.36,4506.15,4874.87,4488.72,4396.92,4617.44
3870.26,4095.9,4219.49,4418.97,4518.97,4673.85,4478.97,4436.41,4157.95,4504.1,4884.1,4493.33,4401.03,4624.1
3868.21,4098.46,4214.87,4419.49,4510.26,4667.69,4477.95,4445.64,4173.85,4510.77,4890.26,4493.33,4403.08,4629.74
3866.15,4096.92,4216.41,4422.56,4527.69,4663.08,4475.38,4443.08,4175.38,4524.1,4894.87,4492.82,4409.23,4626.15
3864.1,4100,4211.79,4422.56,4534.36,4667.18,4469.74,4418.97,4150.26,4509.74,4884.62,4488.21,4402.56,4613.85
3863.59,4105.64,4206.67,4422.56,4511.79,4673.85,4471.28,4420.51,4148.72,4497.44,4875.38,4484.1,4393.33,4613.33
3868.21,4105.64,4215.9,4422.05,4478.46,4680,4478.97,4449.23,4178.46,4518.46,4887.18,4494.36,4407.69,4625.64
3865.13,4103.59,4217.44,4418.46,4491.79,4680.51,4478.97,4446.15,4175.38,4529.74,4896.41,4495.9,4420,4623.08
3853.85,4104.62,4205.64,4418.46,4547.69,4672.31,4473.85,4418.97,4147.18,4507.18,4878.97,4477.95,4402.05,4605.13
3856.41,4107.69,4207.69,4422.56,4542.05,4672.31,4474.87,4424.1,4153.33,4497.95,4869.74,4475.9,4394.87,4604.62
3866.67,4107.69,4213.85,4421.54,4478.97,4685.13,4478.97,4445.64,4174.36,4515.9,4887.69,4492.82,4415.38,4621.54
3864.1,4101.54,4208.72,4416.41,4470.77,4692.31,4479.49,4442.56,4166.67,4525.13,4896.41,4492.31,4422.05,4620.51
3860.51,4106.15,4208.72,4419.49,4526.15,4681.54,4476.41,4440,4165.13,4524.1,4893.85,4489.23,4415.9,4613.33
3871.79,4118.46,4219.49,4428.21,4554.36,4667.69,4478.46,4451.79,4179.49,4526.67,4898.97,4504.62,4416.92,4624.1
3874.87,4114.36,4223.59,4426.67,4512.31,4674.36,4488.72,4453.33,4176.41,4522.05,4898.97,4509.23,4416.92,4629.74
3863.59,4103.59,4216.92,4421.03,4481.03,4687.69,4493.85,4446.15,4172.31,4517.95,4888.21,4494.36,4409.74,4620
3860,4108.21,4211.28,4423.08,4508.72,4681.03,4490.26,4447.18,4176.92,4527.69,4889.74,4490.77,4409.23,4617.95
3857.44,4112.31,4203.59,4421.03,4525.64,4671.79,4487.69,4439.49,4162.56,4518.46,4891.79,4489.23,4404.1,4618.46
3846.67,4099.49,4194.36,4413.33,4487.18,4680.51,4491.28,4423.08,4142.56,4487.18,4871.28,4474.87,4388.72,4604.1
3841.54,4089.74,4195.38,4413.85,4479.49,4677.44,4494.36,4431.79,4150.26,4484.62,4862.05,4473.85,4387.18,4597.95
3850.77,4093.85,4206.15,4418.46,4517.95,4658.46,4493.85,4453.85,4169.23,4512.82,4882.56,4486.67,4397.95,4607.18
3857.44,4095.9,4205.64,4415.38,4510.26,4661.03,4491.28,4448.21,4169.23,4523.59,4890.26,4488.72,4401.54,4607.18
3852.31,4091.79,4196.92,4409.74,4474.87,4677.95,4489.23,4435.9,4163.08,4510.26,4876.92,4483.08,4393.85,4602.56
3854.36,4091.79,4201.54,4411.28,4471.28,4683.08,4492.31,4448.72,4168.21,4512.31,4882.05,4487.69,4399.49,4612.82
3857.44,4093.33,4205.13,4410.26,4497.44,4673.85,4494.36,4461.03,4175.9,4526.67,4898.46,4494.87,4410.77,4620
3849.23,4088.21,4198.46,4405.64,4520.51,4665.13,4491.28,4449.23,4168.72,4526.15,4895.38,4487.69,4404.1,4612.31
3850.77,4088.21,4203.59,4408.21,4506.15,4668.21,4489.23,4443.59,4165.64,4518.97,4888.72,4490.77,4398.97,4615.9
3860,4093.33,4211.79,4411.28,4471.28,4675.38,4492.31,4449.74,4172.82,4513.85,4889.74,4502.56,4401.54,4625.13
3860,4091.79,4208.21,4411.79,4466.15,4678.97,4489.23,4443.08,4170.26,4509.74,4889.74,4500.51,4401.03,4621.54
3858.97,4093.85,4206.15,4414.87,4501.03,4678.46,4479.49,4428.21,4163.59,4516.41,4891.79,4497.44,4404.1,4617.44
3863.08,4100,4209.74,4417.44,4514.36,4678.97,4474.36,4424.62,4166.15,4521.54,4889.74,4500.51,4406.67,4619.49
3862.56,4096.92,4210.26,4414.36,4485.13,4676.92,4482.05,4432.82,4170.77,4513.33,4881.03,4497.44,4398.97,4622.56
3856.41,4088.21,4208.21,4410.77,4463.59,4675.38,4491.79,4434.36,4165.64,4504.1,4876.92,4489.23,4389.74,4620.51
3850.26,4086.67,4205.64,4411.79,4482.56,4671.28,4487.18,4426.15,4154.36,4495.9,4874.36,4490.26,4381.54,4612.82
3848.21,4084.62,4205.13,4410.77,4505.13,4667.69,4481.03,4424.62,4149.23,4495.38,4871.28,4489.74,4377.44,4608.21
3851.28,4082.05,4210.26,4408.21,4483.08,4674.87,4484.1,4429.74,4153.33,4505.64,4877.44,4487.18,4390.26,4613.33
